Institute,Course,Quota,Candidate Category,Min_Rank,Max_Rank,Count,Percentile_40,Most_Probable_Round
"GMC, Shahjhanpur, AUTONOMOUS STATE MEDICAL COLLEGE ALLIED PANDIT RAM PRASAD BISMIL HOSPITAL SHAHJAHANPUR UTTAR PRADESH, Uttar Pradesh, 242001",MBBS,All India,EWS PwD,739287,739287,1,15474.0,R2
"GMC, Shahjhanpur, AUTONOMOUS STATE MEDICAL COLLEGE ALLIED PANDIT RAM PRASAD BISMIL HOSPITAL SHAHJAHANPUR UTTAR PRADESH, Uttar Pradesh, 242001",MBBS,All India,General,9834,16102,8,15474.0,R2
"GMC, Shahjhanpur, AUTONOMOUS STATE MEDICAL COLLEGE ALLIED PANDIT RAM PRASAD BISMIL HOSPITAL SHAHJAHANPUR UTTAR PRADESH, Uttar Pradesh, 242001",MBBS,All India,OBC,8145,16908,8,15474.0,R3
"GMC, Shahjhanpur, AUTONOMOUS STATE MEDICAL COLLEGE ALLIED PANDIT RAM PRASAD BISMIL HOSPITAL SHAHJAHANPUR UTTAR PRADESH, Uttar Pradesh, 242001",MBBS,All India,OBC PwD,660143,660143,1,15474.0,R1
"GMC, Shahjhanpur, AUTONOMOUS STATE MEDICAL COLLEGE ALLIED PANDIT RAM PRASAD BISMIL HOSPITAL SHAHJAHANPUR UTTAR PRADESH, Uttar Pradesh, 242001",MBBS,All India,SC,90422,94273,3,15474.0,R2
"GMC, Shahjhanpur, AUTONOMOUS STATE MEDICAL COLLEGE ALLIED PANDIT RAM PRASAD BISMIL HOSPITAL SHAHJAHANPUR UTTAR PRADESH, Uttar Pradesh, 242001",MBBS,All India,ST,112717,112717,1,15474.0,R2
"GMERS Medical College, Morbi, Gibson middle school, Opp railway station, Morbi, Gujarat, 363641",MBBS,All India,EWS,20257,23263,2,20317.0,R2
"GMERS Medical College, Morbi, Gibson middle school, Opp railway station, Morbi, Gujarat, 363641",MBBS,All India,GNYes,1166925,1166925,1,20317.0,R3
"GMERS Medical College, Morbi, Gibson middle school, Opp railway station, Morbi, Gujarat, 363641",MBBS,All India,General,9264,20800,6,20317.0,R3
"GMERS Medical College, Morbi, Gibson middle school, Opp railway station, Morbi, Gujarat, 363641",MBBS,All India,OBC,10311,23105,10,20317.0,R2
"GMERS Medical College, Morbi, Gibson middle school, Opp railway station, Morbi, Gujarat, 363641",MBBS,All India,SC,86794,117626,3,20317.0,R3
"GMERS Medical College, Morbi, Gibson middle school, Opp railway station, Morbi, Gujarat, 363641",MBBS,All India,SC PwD,1346762,1346762,1,20317.0,R1
"GMERS Medical College, Morbi, Gibson middle school, Opp railway station, Morbi, Gujarat, 363641",MBBS,All India,ST,108946,144665,2,20317.0,R2
"GMERS Medical College, Navsari, Adarsh Nivasi Shala Campus, At- Khambhlav, Po- Sultanpur, Via- Abrama, Ta - Jalalpore, Dist - Navsar, Gujarat, 396406",MBBS,All India,EWS,15555,24877,3,21368.6,R1
"GMERS Medical College, Navsari, Adarsh Nivasi Shala Campus, At- Khambhlav, Po- Sultanpur, Via- Abrama, Ta - Jalalpore, Dist - Navsar, Gujarat, 396406",MBBS,All India,General,10568,21924,9,21368.6,R3
"GMERS Medical College, Navsari, Adarsh Nivasi Shala Campus, At- Khambhlav, Po- Sultanpur, Via- Abrama, Ta - Jalalpore, Dist - Navsar, Gujarat, 396406",MBBS,All India,OBC,17762,23993,6,21368.6,R1
"GMERS Medical College, Navsari, Adarsh Nivasi Shala Campus, At- Khambhlav, Po- Sultanpur, Via- Abrama, Ta - Jalalpore, Dist - Navsar, Gujarat, 396406",MBBS,All India,OBC PwD,907589,1310627,3,21368.6,R1
"GMERS Medical College, Navsari, Adarsh Nivasi Shala Campus, At- Khambhlav, Po- Sultanpur, Via- Abrama, Ta - Jalalpore, Dist - Navsar, Gujarat, 396406",MBBS,All India,SC,79011,123360,5,21368.6,R3
"GMERS Medical College, Navsari, Adarsh Nivasi Shala Campus, At- Khambhlav, Po- Sultanpur, Via- Abrama, Ta - Jalalpore, Dist - Navsar, Gujarat, 396406",MBBS,All India,ST,144600,144600,1,21368.6,R3
"GMERS Medical College, Panchmahal Godhra, Government Engineering College Campus, Godhra Lunawada Road, Chabanpur, Godhra, Gujarat, 389001",MBBS,All India,EWS,24998,26719,2,21884.2,R3
"GMERS Medical College, Panchmahal Godhra, Government Engineering College Campus, Godhra Lunawada Road, Chabanpur, Godhra, Gujarat, 389001",MBBS,All India,General,19900,22534,4,21884.2,R3
"GMERS Medical College, Panchmahal Godhra, Government Engineering College Campus, Godhra Lunawada Road, Chabanpur, Godhra, Gujarat, 389001",MBBS,All India,OBC,14985,24059,12,21884.2,R3
"GMERS Medical College, Panchmahal Godhra, Government Engineering College Campus, Godhra Lunawada Road, Chabanpur, Godhra, Gujarat, 389001",MBBS,All India,SC,107009,125047,3,21884.2,R3
"GMERS Medical College, Panchmahal Godhra, Government Engineering College Campus, Godhra Lunawada Road, Chabanpur, Godhra, Gujarat, 389001",MBBS,All India,ST,149004,149004,1,21884.2,R3
"GMERS Medical College, Porbandar, Nr. Maharani Rupaliba Lady Hospital, ST bus station road, Porbandar, Gujarat, 360575",MBBS,All India,EWS,16467,26815,3,20772.600000000002,R3
"GMERS Medical College, Porbandar, Nr. Maharani Rupaliba Lady Hospital, ST bus station road, Porbandar, Gujarat, 360575",MBBS,All India,General,13823,22037,9,20772.600000000002,R3
"GMERS Medical College, Porbandar, Nr. Maharani Rupaliba Lady Hospital, ST bus station road, Porbandar, Gujarat, 360575",MBBS,All India,OBC,16981,24303,8,20772.600000000002,R3
"GMERS Medical College, Porbandar, Nr. Maharani Rupaliba Lady Hospital, ST bus station road, Porbandar, Gujarat, 360575",MBBS,All India,SC,75320,120101,4,20772.600000000002,R1
"GMERS Medical College, Porbandar, Nr. Maharani Rupaliba Lady Hospital, ST bus station road, Porbandar, Gujarat, 360575",MBBS,All India,ST,149974,149974,1,20772.600000000002,R3
"GMERS Medical College, Rajpipla, GMERS Medical College, Rajpipla Near Jakat Naka, Vadia Palace, Rajpipla Dist Narmada, GUJARAT., Gujarat, 393145",MBBS,All India,EWS,24963,24963,1,22444.0,R3
"GMERS Medical College, Rajpipla, GMERS Medical College, Rajpipla Near Jakat Naka, Vadia Palace, Rajpipla Dist Narmada, GUJARAT., Gujarat, 393145",MBBS,All India,General,15522,22578,8,22444.0,R1
"GMERS Medical College, Rajpipla, GMERS Medical College, Rajpipla Near Jakat Naka, Vadia Palace, Rajpipla Dist Narmada, GUJARAT., Gujarat, 393145",MBBS,All India,OBC,17825,24306,8,22444.0,R3
"GMERS Medical College, Rajpipla, GMERS Medical College, Rajpipla Near Jakat Naka, Vadia Palace, Rajpipla Dist Narmada, GUJARAT., Gujarat, 393145",MBBS,All India,SC,90628,122989,3,22444.0,R1
"GMERS Medical College, Rajpipla, GMERS Medical College, Rajpipla Near Jakat Naka, Vadia Palace, Rajpipla Dist Narmada, GUJARAT., Gujarat, 393145",MBBS,All India,ST,109229,154298,2,22444.0,R2
"GOA DENTAL COLLEGE & HOSPITAL, GOA, Bambolim, Goa, Goa, 403202",BDS,All India,EWS,31870,47150,4,39954.0,R3
"GOA DENTAL COLLEGE & HOSPITAL, GOA, Bambolim, Goa, Goa, 403202",BDS,All India,General,25545,46429,4,39954.0,R3
"GOA DENTAL COLLEGE & HOSPITAL, GOA, Bambolim, Goa, Goa, 403202",BDS,All India,OBC,29401,52036,8,39954.0,R2
"GOA DENTAL COLLEGE & HOSPITAL, GOA, Bambolim, Goa, Goa, 403202",BDS,All India,SC,162560,175190,2,39954.0,R2
"GOA DENTAL COLLEGE & HOSPITAL, GOA, Bambolim, Goa, Goa, 403202",BDS,All India,ST,201544,243973,3,39954.0,R1
"GOA MEDICAL COLLEGE, PANAJI, RAJIV GANDHI MEDICAL COMPLEX, BAMBOLIM, GOA, Goa, 403202",MBBS,All India,EWS,7432,17658,5,11250.4,R2
"GOA MEDICAL COLLEGE, PANAJI, RAJIV GANDHI MEDICAL COMPLEX, BAMBOLIM, GOA, Goa, 403202",MBBS,All India,EWS PwD,729407,729407,1,11250.4,R1
"GOA MEDICAL COLLEGE, PANAJI, RAJIV GANDHI MEDICAL COMPLEX, BAMBOLIM, GOA, Goa, 403202",MBBS,All India,General,5419,11959,21,11250.4,R2
"GOA MEDICAL COLLEGE, PANAJI, RAJIV GANDHI MEDICAL COMPLEX, BAMBOLIM, GOA, Goa, 403202",MBBS,All India,General PwD,591519,591519,1,11250.4,R1
"GOA MEDICAL COLLEGE, PANAJI, RAJIV GANDHI MEDICAL COMPLEX, BAMBOLIM, GOA, Goa, 403202",MBBS,All India,OBC,10198,14834,10,11250.4,R2
"GOA MEDICAL COLLEGE, PANAJI, RAJIV GANDHI MEDICAL COMPLEX, BAMBOLIM, GOA, Goa, 403202",MBBS,All India,SC,41262,81588,5,11250.4,R2
"GOA MEDICAL COLLEGE, PANAJI, RAJIV GANDHI MEDICAL COMPLEX, BAMBOLIM, GOA, Goa, 403202",MBBS,All India,SC PwD,609343,609343,1,11250.4,R1
"GOA MEDICAL COLLEGE, PANAJI, RAJIV GANDHI MEDICAL COMPLEX, BAMBOLIM, GOA, Goa, 403202",MBBS,All India,ST,50994,126409,5,11250.4,R3
"GOA MEDICAL COLLEGE, PANAJI, RAJIV GANDHI MEDICAL COMPLEX, BAMBOLIM, GOA, Goa, 403202",MBBS,All India,ST PwD,1128418,1128418,1,11250.4,R2
"GOVERMENT MEDICAL COLLEGE NANDURBAR MAHARARAS TRA, DISTRIC T CIVIL HOSPITAL CAMPUS SAKRI ROAD NANDURBAR, Maharashtra, 425412",MBBS,All India,EWS,16823,21983,2,19817.0,R1
"GOVERMENT MEDICAL COLLEGE NANDURBAR MAHARARAS TRA, DISTRIC T CIVIL HOSPITAL CAMPUS SAKRI ROAD NANDURBAR, Maharashtra, 425412",MBBS,All India,General,13601,20202,9,19817.0,R3
"GOVERMENT MEDICAL COLLEGE NANDURBAR MAHARARAS TRA, DISTRIC T CIVIL HOSPITAL CAMPUS SAKRI ROAD NANDURBAR, Maharashtra, 425412",MBBS,All India,OBC,10215,21082,6,19817.0,R3
"GOVERMENT MEDICAL COLLEGE NANDURBAR MAHARARAS TRA, DISTRIC T CIVIL HOSPITAL CAMPUS SAKRI ROAD NANDURBAR, Maharashtra, 425412",MBBS,All India,SC,81765,102583,4,19817.0,R2
"GOVERNMEN T MEDICAL COLLEGE AND GENERAL HOSPITAL, SATARA, GOV ERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL SATARA DISTRICT CIVIL HOSPITAL CAMPUS SADAR BAZAR CA, Maharashtra, 415001",MBBS,All India,EWS,15646,18324,2,17524.2,R1
"GOVERNMEN T MEDICAL COLLEGE AND GENERAL HOSPITAL, SATARA, GOV ERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL SATARA DISTRICT CIVIL HOSPITAL CAMPUS SADAR BAZAR CA, Maharashtra, 415001",MBBS,All India,General,12412,19688,10,17524.2,R2
"GOVERNMEN T MEDICAL COLLEGE AND GENERAL HOSPITAL, SATARA, GOV ERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL SATARA DISTRICT CIVIL HOSPITAL CAMPUS SADAR BAZAR CA, Maharashtra, 415001",MBBS,All India,OBC,11318,20289,4,17524.2,R3
"GOVERNMEN T MEDICAL COLLEGE AND GENERAL HOSPITAL, SATARA, GOV ERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL SATARA DISTRICT CIVIL HOSPITAL CAMPUS SADAR BAZAR CA, Maharashtra, 415001",MBBS,All India,OBC PwD,882597,882597,1,17524.2,R1
"GOVERNMEN T MEDICAL COLLEGE AND GENERAL HOSPITAL, SATARA, GOV ERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL SATARA DISTRICT CIVIL HOSPITAL CAMPUS SADAR BAZAR CA, Maharashtra, 415001",MBBS,All India,SC,79142,109583,5,17524.2,R1
"GOVERNMEN T MEDICAL COLLEGE AND GENERAL HOSPITAL, SATARA, GOV ERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL SATARA DISTRICT CIVIL HOSPITAL CAMPUS SADAR BAZAR CA, Maharashtra, 415001",MBBS,All India,ST,131705,131705,1,17524.2,R2
"GOVERNMEN T MEDICAL COLLEGE Karimnagar Telangana, Th e Principal, Government Medical College Karimnagar, 127, Christian Colony, Karimnagar, Telangana, 505001",MBBS,All India,EWS,25007,27716,3,21395.2,R3
"GOVERNMEN T MEDICAL COLLEGE Karimnagar Telangana, Th e Principal, Government Medical College Karimnagar, 127, Christian Colony, Karimnagar, Telangana, 505001",MBBS,All India,General,12281,22228,7,21395.2,R3
"GOVERNMEN T MEDICAL COLLEGE Karimnagar Telangana, Th e Principal, Government Medical College Karimnagar, 127, Christian Colony, Karimnagar, Telangana, 505001",MBBS,All India,OBC,17168,22556,9,21395.2,R3
"GOVERNMEN T MEDICAL COLLEGE Karimnagar Telangana, Th e Principal, Government Medical College Karimnagar, 127, Christian Colony, Karimnagar, Telangana, 505001",MBBS,All India,SC,120490,121983,2,21395.2,R3
"GOVERNMEN T MEDICAL COLLEGE Karimnagar Telangana, Th e Principal, Government Medical College Karimnagar, 127, Christian Colony, Karimnagar, Telangana, 505001",MBBS,All India,ST,127748,159723,2,21395.2,R1
"GOVERNMEN T MEDICAL COLLEGE MACHILIPAT NAM, KARA AGRAHARAM NEAR RADAR STATION MACHILIPAT NAM, Andhra Pradesh, 521001",MBBS,All India,EWS,22023,27555,4,22867.6,R2
"GOVERNMEN T MEDICAL COLLEGE MACHILIPAT NAM, KARA AGRAHARAM NEAR RADAR STATION MACHILIPAT NAM, Andhra Pradesh, 521001",MBBS,All India,General,20218,23767,10,22867.6,R2
"GOVERNMEN T MEDICAL COLLEGE MACHILIPAT NAM, KARA AGRAHARAM NEAR RADAR STATION MACHILIPAT NAM, Andhra Pradesh, 521001",MBBS,All India,OBC,10950,24224,9,22867.6,R1
"GOVERNMEN T MEDICAL COLLEGE MACHILIPAT NAM, KARA AGRAHARAM NEAR RADAR STATION MACHILIPAT NAM, Andhra Pradesh, 521001",MBBS,All India,OBC PwD,1220394,1220394,1,22867.6,R3
"GOVERNMEN T MEDICAL COLLEGE MACHILIPAT NAM, KARA AGRAHARAM NEAR RADAR STATION MACHILIPAT NAM, Andhra Pradesh, 521001",MBBS,All India,SC,71074,129335,5,22867.6,R3
"GOVERNMEN T MEDICAL COLLEGE MACHILIPAT NAM, KARA AGRAHARAM NEAR RADAR STATION MACHILIPAT NAM, Andhra Pradesh, 521001",MBBS,All India,ST,130281,160260,4,22867.6,R2
"GOVERNMEN T MEDICAL COLLEGE NANDYAL, pri ncipalgmcnan dyala@gmail.c om, Andhra Pradesh, 518501",MBBS,All India,EWS,21722,27140,3,22769.0,R1
"GOVERNMEN T MEDICAL COLLEGE NANDYAL, pri ncipalgmcnan dyala@gmail.c om, Andhra Pradesh, 518501",MBBS,All India,General,18164,22479,5,22769.0,R3
"GOVERNMEN T MEDICAL COLLEGE NANDYAL, pri ncipalgmcnan dyala@gmail.c om, Andhra Pradesh, 518501",MBBS,All India,General PwD,863726,863726,1,22769.0,R1
"GOVERNMEN T MEDICAL COLLEGE NANDYAL, pri ncipalgmcnan dyala@gmail.c om, Andhra Pradesh, 518501",MBBS,All India,OBC,19222,23743,11,22769.0,R3
"GOVERNMEN T MEDICAL COLLEGE NANDYAL, pri ncipalgmcnan dyala@gmail.c om, Andhra Pradesh, 518501",MBBS,All India,OBC PwD,1093139,1093139,1,22769.0,R3
"GOVERNMEN T MEDICAL COLLEGE NANDYAL, pri ncipalgmcnan dyala@gmail.c om, Andhra Pradesh, 518501",MBBS,All India,SC,97635,129354,6,22769.0,R3
"GOVERNMEN T MEDICAL COLLEGE NANDYAL, pri ncipalgmcnan dyala@gmail.c om, Andhra Pradesh, 518501",MBBS,All India,SC PwD,1190658,1190658,1,22769.0,R1
"GOVERNMEN T MEDICAL COLLEGE NANDYAL, pri ncipalgmcnan dyala@gmail.c om, Andhra Pradesh, 518501",MBBS,All India,ST,161462,165578,2,22769.0,R3
"GOVERNMEN T MEDICAL COLLEGE PURNEA, govt. mcpurnea@g mail.com, Bihar, 854301",MBBS,All India,EWS,14328,19520,2,17929.6,R1
"GOVERNMEN T MEDICAL COLLEGE PURNEA, govt. mcpurnea@g mail.com, Bihar, 854301",MBBS,All India,General,10636,18787,7,17929.6,R2
"GOVERNMEN T MEDICAL COLLEGE PURNEA, govt. mcpurnea@g mail.com, Bihar, 854301",MBBS,All India,General PwD,666481,666481,1,17929.6,R1
"GOVERNMEN T MEDICAL COLLEGE PURNEA, govt. mcpurnea@g mail.com, Bihar, 854301",MBBS,All India,OBC,12728,20070,12,17929.6,R2
"GOVERNMEN T MEDICAL COLLEGE PURNEA, govt. mcpurnea@g mail.com, Bihar, 854301",MBBS,All India,SC,75802,108895,3,17929.6,R1
"GOVERNMEN T MEDICAL COLLEGE PURNEA, govt. mcpurnea@g mail.com, Bihar, 854301",MBBS,All India,ST,117252,134399,2,17929.6,R1
"GOVERNMEN T MEDICAL COLLEGE, AKOLA, Collec tor Office Road, Near Ashok Watika, Akola. State Maharashtra. Pin 444001, Maharashtra, 444001",MBBS,All India,EWS,14555,19734,4,17886.8,R3
"GOVERNMEN T MEDICAL COLLEGE, AKOLA, Collec tor Office Road, Near Ashok Watika, Akola. State Maharashtra. Pin 444001, Maharashtra, 444001",MBBS,All India,EWS PwD,435207,435207,1,17886.8,R1
"GOVERNMEN T MEDICAL COLLEGE, AKOLA, Collec tor Office Road, Near Ashok Watika, Akola. State Maharashtra. Pin 444001, Maharashtra, 444001",MBBS,All India,GNYes,866928,866928,1,17886.8,R2
"GOVERNMEN T MEDICAL COLLEGE, AKOLA, Collec tor Office Road, Near Ashok Watika, Akola. State Maharashtra. Pin 444001, Maharashtra, 444001",MBBS,All India,General,9345,18630,13,17886.8,R2
"GOVERNMEN T MEDICAL COLLEGE, AKOLA, Collec tor Office Road, Near Ashok Watika, Akola. State Maharashtra. Pin 444001, Maharashtra, 444001",MBBS,All India,OBC,15816,19294,15,17886.8,R3
"GOVERNMEN T MEDICAL COLLEGE, AKOLA, Collec tor Office Road, Near Ashok Watika, Akola. State Maharashtra. Pin 444001, Maharashtra, 444001",MBBS,All India,SC,53680,112497,11,17886.8,R1
"GOVERNMEN T MEDICAL COLLEGE, AKOLA, Collec tor Office Road, Near Ashok Watika, Akola. State Maharashtra. Pin 444001, Maharashtra, 444001",MBBS,All India,ST,125841,126514,2,17886.8,R3
"GOVERNMEN T MEDICAL COLLEGE, BARAN, RAJASTHAN, Melkhedi, Chhapar Melkhedi Road Baran, Rajasthan, 325205",MBBS,All India,EWS,12648,18874,5,16240.6,R2
"GOVERNMEN T MEDICAL COLLEGE, BARAN, RAJASTHAN, Melkhedi, Chhapar Melkhedi Road Baran, Rajasthan, 325205",MBBS,All India,General,14977,15810,4,16240.6,R2
"GOVERNMEN T MEDICAL COLLEGE, BARAN, RAJASTHAN, Melkhedi, Chhapar Melkhedi Road Baran, Rajasthan, 325205",MBBS,All India,OBC,16059,16476,6,16240.6,R2
"GOVERNMEN T MEDICAL COLLEGE, BARAN, RAJASTHAN, Melkhedi, Chhapar Melkhedi Road Baran, Rajasthan, 325205",MBBS,All India,SC,96199,96354,2,16240.6,R3
"GOVERNMEN T MEDICAL COLLEGE, BARAN, RAJASTHAN, Melkhedi, Chhapar Melkhedi Road Baran, Rajasthan, 325205",MBBS,All India,ST,85209,85209,1,16240.6,R2
"GOVERNMEN T MEDICAL COLLEGE, BUNDI, GOVT MEDICAL COLLEGE BUNDI, Rajasthan, 323001",MBBS,All India,EWS,13038,14937,2,13928.4,R1
"GOVERNMEN T MEDICAL COLLEGE, BUNDI, GOVT MEDICAL COLLEGE BUNDI, Rajasthan, 323001",MBBS,All India,General,9973,13794,5,13928.4,R2
"GOVERNMEN T MEDICAL COLLEGE, BUNDI, GOVT MEDICAL COLLEGE BUNDI, Rajasthan, 323001",MBBS,All India,OBC,11077,15153,13,13928.4,R2
"GOVERNMEN T MEDICAL COLLEGE, BUNDI, GOVT MEDICAL COLLEGE BUNDI, Rajasthan, 323001",MBBS,All India,OBC PwD,696036,1080086,2,13928.4,R2
"GOVERNMEN T MEDICAL COLLEGE, BUNDI, GOVT MEDICAL COLLEGE BUNDI, Rajasthan, 323001",MBBS,All India,SC,42864,90940,4,13928.4,R1
"GOVERNMEN T MEDICAL COLLEGE, BUNDI, GOVT MEDICAL COLLEGE BUNDI, Rajasthan, 323001",MBBS,All India,ST,99503,99503,1,13928.4,R2
"GOVERNMEN T MEDICAL COLLEGE, HANDWARA, MAIDAN CHOGAL, HANDWARA, KUPWARA, Jammu And Kashmir, 193221",MBBS,All India,EWS,23515,25086,3,22941.0,R3
"GOVERNMEN T MEDICAL COLLEGE, HANDWARA, MAIDAN CHOGAL, HANDWARA, KUPWARA, Jammu And Kashmir, 193221",MBBS,All India,General,15482,22488,5,22941.0,R1
"GOVERNMEN T MEDICAL COLLEGE, HANDWARA, MAIDAN CHOGAL, HANDWARA, KUPWARA, Jammu And Kashmir, 193221",MBBS,All India,General PwD,517929,517929,1,22941.0,R1
"GOVERNMEN T MEDICAL COLLEGE, HANDWARA, MAIDAN CHOGAL, HANDWARA, KUPWARA, Jammu And Kashmir, 193221",MBBS,All India,OBC,20193,23102,8,22941.0,R3
"GOVERNMEN T MEDICAL COLLEGE, HANDWARA, MAIDAN CHOGAL, HANDWARA, KUPWARA, Jammu And Kashmir, 193221",MBBS,All India,SC,78712,119470,3,22941.0,R3
"GOVERNMEN T MEDICAL COLLEGE, HANDWARA, MAIDAN CHOGAL, HANDWARA, KUPWARA, Jammu And Kashmir, 193221",MBBS,All India,ST,90230,131219,3,22941.0,R1
"GOVERNMEN T MEDICAL COLLEGE, LATUR, Gover nment Medical College, Latur, Behind Old Railway Station, Near Marwadi Rajasthan Vidyalaya, Lat, Maharashtra, 413512",MBBS,All India,EWS,14566,19947,3,18104.0,R3
"GOVERNMEN T MEDICAL COLLEGE, LATUR, Gover nment Medical College, Latur, Behind Old Railway Station, Near Marwadi Rajasthan Vidyalaya, Lat, Maharashtra, 413512",MBBS,All India,EWS PwD,348805,348805,1,18104.0,R1
"GOVERNMEN T MEDICAL COLLEGE, LATUR, Gover nment Medical College, Latur, Behind Old Railway Station, Near Marwadi Rajasthan Vidyalaya, Lat, Maharashtra, 413512",MBBS,All India,General,9474,19088,11,18104.0,R3
"GOVERNMEN T MEDICAL COLLEGE, LATUR, Gover nment Medical College, Latur, Behind Old Railway Station, Near Marwadi Rajasthan Vidyalaya, Lat, Maharashtra, 413512",MBBS,All India,OBC,11858,20156,13,18104.0,R3
"GOVERNMEN T MEDICAL COLLEGE, LATUR, Gover nment Medical College, Latur, Behind Old Railway Station, Near Marwadi Rajasthan Vidyalaya, Lat, Maharashtra, 413512",MBBS,All India,OBC PwD,743416,981238,2,18104.0,R1
"GOVERNMEN T MEDICAL COLLEGE, LATUR, Gover nment Medical College, Latur, Behind Old Railway Station, Near Marwadi Rajasthan Vidyalaya, Lat, Maharashtra, 413512",MBBS,All India,SC,79372,114797,4,18104.0,R3
"GOVERNMEN T MEDICAL COLLEGE, LATUR, Gover nment Medical College, Latur, Behind Old Railway Station, Near Marwadi Rajasthan Vidyalaya, Lat, Maharashtra, 413512",MBBS,All India,ST,114140,137789,3,18104.0,R3
"GOVERNMEN T MEDICAL COLLEGE, MEDAK, PILLI KOTYAL, MEDAK MANDAL, MEDAK DISTRICT, Telangana, 502110",MBBS,All India,EWS,27560,27560,1,23916.6,R3
"GOVERNMEN T MEDICAL COLLEGE, MEDAK, PILLI KOTYAL, MEDAK MANDAL, MEDAK DISTRICT, Telangana, 502110",MBBS,All India,General,21873,23915,3,23916.6,R3
"GOVERNMEN T MEDICAL COLLEGE, MEDAK, PILLI KOTYAL, MEDAK MANDAL, MEDAK DISTRICT, Telangana, 502110",MBBS,All India,OBC,23917,24464,3,23916.6,R3
"GOVERNMEN T MEDICAL COLLEGE, MEDAK, PILLI KOTYAL, MEDAK MANDAL, MEDAK DISTRICT, Telangana, 502110",MBBS,All India,SC,130374,130374,1,23916.6,R3
"GOVERNMEN T MEDICAL COLLEGE, MIRAJ, Pandh arpur Road Miraj tal Miraj Dist sangli, Maharashtra, 416410",MBBS,All India,EWS,11186,16554,6,15025.0,R1
"GOVERNMEN T MEDICAL COLLEGE, MIRAJ, Pandh arpur Road Miraj tal Miraj Dist sangli, Maharashtra, 416410",MBBS,All India,General,4710,17503,19,15025.0,R3
"GOVERNMEN T MEDICAL COLLEGE, MIRAJ, Pandh arpur Road Miraj tal Miraj Dist sangli, Maharashtra, 416410",MBBS,All India,General PwD,374198,374198,1,15025.0,R1
"GOVERNMEN T MEDICAL COLLEGE, MIRAJ, Pandh arpur Road Miraj tal Miraj Dist sangli, Maharashtra, 416410",MBBS,All India,OBC,9324,18201,19,15025.0,R1
"GOVERNMEN T MEDICAL COLLEGE, MIRAJ, Pandh arpur Road Miraj tal Miraj Dist sangli, Maharashtra, 416410",MBBS,All India,SC,54037,108171,9,15025.0,R3
"GOVERNMEN T MEDICAL COLLEGE, MIRAJ, Pandh arpur Road Miraj tal Miraj Dist sangli, Maharashtra, 416410",MBBS,All India,ST,104138,129568,3,15025.0,R1
"GOVERNMEN T MEDICAL COLLEGE, OSMANABAD, New Building, Civil Hospital Compound, Marwad Galli, Osmanabad, Maharashtra, 413501",MBBS,All India,EWS,22561,22913,2,21059.0,R3
"GOVERNMEN T MEDICAL COLLEGE, OSMANABAD, New Building, Civil Hospital Compound, Marwad Galli, Osmanabad, Maharashtra, 413501",MBBS,All India,General,13015,21130,8,21059.0,R3
